query_id,phase2_mode,symptom_text,predicted_diseases,predicted_symptoms,recommended,relevant,half_confirmed_in_top20_total,selection_sources,precision@5,recall@5,hit@5,ndcg@5,precision@10,recall@10,hit@10,ndcg@10,precision@20,recall@20,hit@20,ndcg@20,mrr
eval_0133,verified_xgb_ranker,"I have scaly skin on my elbows, and recently my wrists have started hurting and feel stiff.","[{""name"": ""arthritis"", ""confidence"": 0.73}, {""name"": ""psoriasis"", ""confidence"": 1.0}]","[{""name"": ""joint_pain"", ""confidence"": 1.0}, {""name"": ""movement_stiffness"", ""confidence"": 0.5187776286632281}, {""name"": ""silver_like_dusting"", ""confidence"": 0.3060632605936357}, {""name"": ""skin_rash"", ""confidence"": 0.8202794540216839}]",prednisone|enbrel|stelara|enbrel|prednisone|ustekinumab,prednisone|enbrel|stelara|ustekinumab|adalimumab,32,half_confirmed|half_confirmed|half_confirmed|half_confirmed|half_confirmed|half_confirmed,1.0,1.0,1.0,0.881776,0.6,1.2,1.0,1.008113,0.3,1.2,1.0,1.008113,1.0
eval_0146,verified_xgb_ranker,"I've been feeling really tired lately and peeing a lot. Also, I'm always hungry even after eating.","[{""name"": ""diabetes"", ""confidence"": 1.0}]","[{""name"": ""excessive_hunger"", ""confidence"": 0.9663846549731365}, {""name"": ""fatigue"", ""confidence"": 0.548230341914878}, {""name"": ""polyuria"", ""confidence"": 1.0}]",liraglutide|victoza|pramlintide,liraglutide|victoza,13,half_confirmed|half_confirmed|half_confirmed,0.4,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0
eval_0151,verified_xgb_ranker,"I have a runny nose, sneezing, and a slight cough. Could it be allergies or just a cold?","[{""name"": ""allergy"", ""confidence"": 0.99}, {""name"": ""common_cold"", ""confidence"": 1.0}]","[{""name"": ""continuous_sneezing"", ""confidence"": 0.7470993847706751}, {""name"": ""cough"", ""confidence"": 0.520780073355388}, {""name"": ""runny_nose"", ""confidence"": 1.0}]",prednisone|promethazine|cyproheptadine|dexbrompheniramine / pseudoephedrine|drixoral cold and allergy|chlorpheniramine / hydrocodone,prednisone|promethazine|cyproheptadine,22,half_confirmed|half_confirmed|half_confirmed|half_confirmed|half_confirmed|half_confirmed,0.6,1.0,1.0,0.915151,0.3,1.0,1.0,0.915151,0.15,1.0,1.0,0.915151,1.0
eval_0150,verified_xgb_ranker,"I've lost a lot of weight without trying, and I have a fever that won't go away. I'm so worried.","[{""name"": ""aids"", ""confidence"": 0.97}]","[{""name"": ""high_fever"", ""confidence"": 0.14660437103139023}, {""name"": ""weight_loss"", ""confidence"": 0.7131550053399769}]",cobicistat / elvitegravir / emtricitabine / tenofovir|stribild|efavirenz / emtricitabine / tenofovir,rifabutin,9,half_confirmed|half_confirmed|half_confirmed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eval_0136,verified_xgb_ranker,"My cousin has these itchy, scaly spots on her skin, and her fingers are so swollen she can barely bend them.","[{""name"": ""arthritis"", ""confidence"": 0.69}, {""name"": ""psoriasis"", ""confidence"": 0.99}]","[{""name"": ""internal_itching"", ""confidence"": 1.0}, {""name"": ""itching"", ""confidence"": 0.596421140368032}, {""name"": ""joint_pain"", ""confidence"": 0.5218384718180041}, {""name"": ""swelling_joints"", ""confidence"": 0.8055998918715138}]",prednisone|methylprednisolone|dexamethasone|prednisone|methylprednisolone|enbrel,prednisone|dexamethasone|adalimumab|humira|methylprednisolone,25,half_confirmed|half_confirmed|half_confirmed|half_confirmed|half_confirmed|half_confirmed,1.0,1.0,1.0,0.783347,0.5,1.0,1.0,0.783347,0.25,1.0,1.0,0.783347,1.0
eval_0134,verified_xgb_ranker,"I've been feeling really tired lately and always hungry, even after eating. What could this be?","[{""name"": ""diabetes"", ""confidence"": 0.59}]","[{""name"": ""excessive_hunger"", ""confidence"": 0.9810384253411358}, {""name"": ""fatigue"", ""confidence"": 0.9585054171648905}]",liraglutide|victoza|cymbalta,liraglutide|victoza,12,half_confirmed|half_confirmed|half_confirmed,0.4,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0
eval_0156,verified_xgb_ranker,"I'm always fatigued and my mood changes a lot, could it be blood sugar or thyroid issues?","[{""name"": ""hypoglycemia"", ""confidence"": 0.1}, {""name"": ""hypothyroidism"", ""confidence"": 0.28}]","[{""name"": ""fatigue"", ""confidence"": 1.0}, {""name"": ""mood_swings"", ""confidence"": 1.0}]",calcifediol|hypercare|sertraline|thyroid desiccated|westhroid|armour thyroid,thyroid desiccated|armour thyroid|levothyroxine,4,phase2_fallback|phase2_fallback|phase2_fallback|half_confirmed|half_confirmed|half_confirmed,0.2,0.333333,1.0,0.163697,0.2,0.666667,1.0,0.29909,0.1,0.666667,1.0,0.29909,0.25
eval_0142,verified_xgb_ranker,"There's a constant discomfort in my lower belly, and it hurts when I urinate.","[{""name"": ""urinary_tract_infection"", ""confidence"": 1.0}]","[{""name"": ""bladder_discomfort"", ""confidence"": 1.0}, {""name"": ""burning_micturition"", ""confidence"": 0.6472218122958802}, {""name"": ""foul_smell_of urine"", ""confidence"": 0.05498695356776735}]",sulfamethoxazole / trimethoprim|azithromycin|bactrim,doxycycline,5,half_confirmed|half_confirmed|half_confirmed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eval_0145,verified_xgb_ranker,I can't catch my breath and my chest hurts when I try to breathe. It's getting worse.,"[{""name"": ""bronchial_asthma"", ""confidence"": 0.93}]","[{""name"": ""breathlessness"", ""confidence"": 1.0}, {""name"": ""chest_pain"", ""confidence"": 1.0}]",prednisone|medrol dosepak|triamcinolone,azithromycin|prednisone,4,half_confirmed|half_confirmed|half_confirmed,0.2,0.5,1.0,0.703918,0.1,0.5,1.0,0.703918,0.05,0.5,1.0,0.703918,1.0
eval_0144,verified_xgb_ranker,"My uncle spiked a high fever and has sharp chest pain. He's struggling to breathe, and we're really worried.","[{""name"": ""pneumonia"", ""confidence"": 1.0}]","[{""name"": ""breathlessness"", ""confidence"": 0.8799312567873667}, {""name"": ""chest_pain"", ""confidence"": 1.0}, {""name"": ""high_fever"", ""confidence"": 1.0}]",azithromycin|sulfamethoxazole / trimethoprim|ceftriaxone,doxycycline|azithromycin,7,half_confirmed|half_confirmed|half_confirmed,0.2,0.5,1.0,0.613147,0.1,0.5,1.0,0.613147,0.05,0.5,1.0,0.613147,1.0
eval_0155,verified_xgb_ranker,"My knees are swollen, and I've been having trouble with indigestion lately.","[{""name"": ""arthritis"", ""confidence"": 0.83}]","[{""name"": ""indigestion"", ""confidence"": 0.5946783171920399}, {""name"": ""knee_pain"", ""confidence"": 1.0}, {""name"": ""swelling_joints"", ""confidence"": 0.9458985422655706}]",naproxen|ibuprofen|triamcinolone,adalimumab|humira,12,half_confirmed|half_confirmed|half_confirmed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eval_0163,verified_xgb_ranker,I heard about a man who is always tired and his muscles seem to be shrinking away.,"[{""name"": ""aids"", ""confidence"": 1.0}]","[{""name"": ""fatigue"", ""confidence"": 0.8604425014542338}, {""name"": ""muscle_wasting"", ""confidence"": 0.9175135015981484}]",tenofovir|viread|lamivudine,tenofovir|viread,8,half_confirmed|half_confirmed|half_confirmed,0.4,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0
eval_0148,verified_xgb_ranker,There are these red patches on my skin with silvery scales. They don't hurt but look weird.,"[{""name"": ""psoriasis"", ""confidence"": 1.0}]","[{""name"": ""silver_like_dusting"", ""confidence"": 1.0}, {""name"": ""skin_rash"", ""confidence"": 0.9679748330364217}]",enbrel|prednisone|ustekinumab,enbrel,17,half_confirmed|half_confirmed|half_confirmed,0.2,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.05,1.0,1.0,1.0,1.0
eval_0171,verified_xgb_ranker,I'm finding it hard to breathe and my chest feels tight. I'm really scared.,"[{""name"": ""bronchial_asthma"", ""confidence"": 0.93}]","[{""name"": ""breathlessness"", ""confidence"": 1.0}, {""name"": ""chest_pain"", ""confidence"": 1.0}]",prednisone|medrol dosepak|triamcinolone,prednisone,4,half_confirmed|half_confirmed|half_confirmed,0.2,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.05,1.0,1.0,1.0,1.0
eval_0177,verified_xgb_ranker,"I woke up with a stiff neck today, but it's not too bad. Just annoying.","[{""name"": ""cervical_spondylosis"", ""confidence"": 0.69}]","[{""name"": ""neck_pain"", ""confidence"": 0.9859825452564314}, {""name"": ""stiff_neck"", ""confidence"": 0.9561542567688519}]",baclofen|onabotulinumtoxina|botox,diclofenac|tramadol|acetaminophen / hydrocodone,0,phase2_fallback|phase2_fallback|phase2_fallback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eval_0180,verified_xgb_ranker,"I've been getting a lot of blackheads and some pimples with pus on my face. It's really bothering me, especially before social events. Is this normal acne?","[{""name"": ""acne"", ""confidence"": 1.0}]","[{""name"": ""blackheads"", ""confidence"": 0.9985929375310995}, {""name"": ""pus_filled_pimples"", ""confidence"": 1.0}]",isotretinoin|accutane|adapalene / benzoyl peroxide,adapalene / benzoyl peroxide,13,half_confirmed|half_confirmed|half_confirmed,0.2,1.0,1.0,0.5,0.1,1.0,1.0,0.5,0.05,1.0,1.0,0.5,0.333333
eval_0175,verified_xgb_ranker,"Lately, I've been so moody and irritable for no reason. My friend said it might be thyroid related.","[{""name"": ""hypothyroidism"", ""confidence"": 0.92}]","[{""name"": ""mood_swings"", ""confidence"": 1.0}]",thyroid desiccated|westhroid|levothyroxine,thyroid desiccated|armour thyroid|levothyroxine,9,half_confirmed|half_confirmed|half_confirmed,0.4,0.666667,1.0,0.703918,0.2,0.666667,1.0,0.703918,0.1,0.666667,1.0,0.703918,1.0
eval_0183,verified_xgb_ranker,"My aunt has stomach pains, acid issues, and she's barely eating anything these days.","[{""name"": ""gerd"", ""confidence"": 1.0}, {""name"": ""peptic_ulcer_diseae"", ""confidence"": 1.0}]","[{""name"": ""abdominal_pain"", ""confidence"": 0.2250330980836371}, {""name"": ""acidity"", ""confidence"": 1.0}, {""name"": ""stomach_pain"", ""confidence"": 1.0}]",rabeprazole|lansoprazole|esomeprazole|rabeprazole|lansoprazole|esomeprazole,aciphex|dexlansoprazole|rabeprazole|esomeprazole|lansoprazole|nexium,24,half_confirmed|half_confirmed|half_confirmed|half_confirmed|half_confirmed|half_confirmed,1.0,0.833333,1.0,1.0,0.6,1.0,1.0,1.0,0.3,1.0,1.0,1.0,1.0
eval_0187,verified_xgb_ranker,I have these red patches on my skin with silvery scales and they itch a lot. Does this sound like psoriasis?,"[{""name"": ""psoriasis"", ""confidence"": 1.0}]","[{""name"": ""itching"", ""confidence"": 0.7040968905210468}, {""name"": ""silver_like_dusting"", ""confidence"": 1.0}, {""name"": ""skin_rash"", ""confidence"": 0.9807883380639428}]",prednisone|enbrel|etanercept,enbrel,16,half_confirmed|half_confirmed|half_confirmed,0.2,1.0,1.0,0.63093,0.1,1.0,1.0,0.63093,0.05,1.0,1.0,0.63093,0.5
eval_0185,verified_xgb_ranker,"My nose is runny and I'm congested, plus my throat feels scratchy. Not sure if it's allergies or just a cold coming on.","[{""name"": ""allergy"", ""confidence"": 1.0}, {""name"": ""common_cold"", ""confidence"": 1.0}]","[{""name"": ""congestion"", ""confidence"": 1.0}, {""name"": ""runny_nose"", ""confidence"": 0.9993867191744591}, {""name"": ""throat_irritation"", ""confidence"": 0.9937228212342792}]",prednisone|promethazine|cyproheptadine|dexbrompheniramine / pseudoephedrine|drixoral cold and allergy|chlorpheniramine / hydrocodone,promethazine|cyproheptadine,22,half_confirmed|half_confirmed|half_confirmed|half_confirmed|half_confirmed|half_confirmed,0.4,1.0,1.0,0.693426,0.2,1.0,1.0,0.693426,0.1,1.0,1.0,0.693426,0.5
eval_0190,verified_xgb_ranker,I have this dull pain in my stomach and my knees are swollen. Does alcohol affect joints too?,"[{""name"": ""alcoholic_hepatitis"", ""confidence"": 0.6}, {""name"": ""arthritis"", ""confidence"": 0.14}]","[{""name"": ""abdominal_pain"", ""confidence"": 0.03322134486378674}]",prednisone|elocon|desonide|prednisone|diclofenac|methylprednisolone,adalimumab|humira|infliximab|remicade,13,phase2_fallback|phase2_fallback|phase2_fallback|half_confirmed|half_confirmed|half_confirmed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eval_0184,verified_xgb_ranker,"I've been getting headaches and it hurts when I pee. Two different problems, I guess.","[{""name"": ""migraine"", ""confidence"": 0.86}, {""name"": ""urinary_tract_infection"", ""confidence"": 0.93}]","[{""name"": ""burning_micturition"", ""confidence"": 0.9414195610030537}, {""name"": ""headache"", ""confidence"": 1.0}]",amitriptyline|propranolol|rizatriptan|azithromycin|sulfamethoxazole / trimethoprim|bactrim,amitriptyline|venlafaxine|elavil|azithromycin,18,half_confirmed|half_confirmed|half_confirmed|half_confirmed|half_confirmed|half_confirmed,0.4,0.5,1.0,0.571701,0.2,0.5,1.0,0.571701,0.1,0.5,1.0,0.571701,1.0
eval_0178,verified_xgb_ranker,I have a bad cough with green phlegm for a week now. What should I do?,"[{""name"": ""pneumonia"", ""confidence"": 1.0}]","[{""name"": ""cough"", ""confidence"": 0.9705265967106727}, {""name"": ""phlegm"", ""confidence"": 1.0}]",azithromycin|sulfamethoxazole / trimethoprim|ceftriaxone,doxycycline|azithromycin,7,half_confirmed|half_confirmed|half_confirmed,0.2,0.5,1.0,0.613147,0.1,0.5,1.0,0.613147,0.05,0.5,1.0,0.613147,1.0
eval_0188,verified_xgb_ranker,I have sharp pain in my abdomen and my skin is turning yellow. I don't know what to do.,"[{""name"": ""hepatitis_b"", ""confidence"": 1.0}]","[{""name"": ""abdominal_pain"", ""confidence"": 1.0}, {""name"": ""yellowish_skin"", ""confidence"": 0.973383007681492}]",tenofovir|viread|epivir-hbv,tenofovir|peginterferon alfa-2a|viread,4,half_confirmed|half_confirmed|half_confirmed,0.4,0.666667,1.0,0.765361,0.2,0.666667,1.0,0.765361,0.1,0.666667,1.0,0.765361,1.0
eval_0201,verified_xgb_ranker,"I've lost weight without trying, my mood keeps changing, and I can't focus on anything. What's going on?","[{""name"": ""hyperthyroidism"", ""confidence"": 1.0}]","[{""name"": ""mood_swings"", ""confidence"": 1.0}, {""name"": ""weight_loss"", ""confidence"": 0.1767672567796434}]",aluminum chloride hexahydrate|drysol|hypercare,clonidine|catapres,0,phase2_fallback|phase2_fallback|phase2_fallback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eval_0199,verified_xgb_ranker,"My joints are stiff and painful, especially in my hands and knees. I also feel tired all the time.","[{""name"": ""arthritis"", ""confidence"": 1.0}, {""name"": ""osteoarthristis"", ""confidence"": 0.91}]","[{""name"": ""fatigue"", ""confidence"": 0.7637062977139238}, {""name"": ""joint_pain"", ""confidence"": 0.7328668466060647}, {""name"": ""movement_stiffness"", ""confidence"": 0.8184693962418611}]",prednisone|methylprednisolone|triamcinolone|naprosyn|doxycycline|triamcinolone,triamcinolone|naproxen,12,half_confirmed|half_confirmed|half_confirmed|half_confirmed|phase2_fallback|phase2_fallback,0.2,0.5,1.0,0.234639,0.2,1.0,1.0,0.4018,0.1,1.0,1.0,0.4018,0.333333
eval_0195,verified_xgb_ranker,"I have a cough and congestion, but also my stomach is upset with pain. Is this related?","[{""name"": ""common_cold"", ""confidence"": 0.97}, {""name"": ""gerd"", ""confidence"": 0.24}]","[{""name"": ""abdominal_pain"", ""confidence"": 1.0}, {""name"": ""congestion"", ""confidence"": 0.9630806551254948}, {""name"": ""cough"", ""confidence"": 0.9847780210685394}, {""name"": ""stomach_pain"", ""confidence"": 1.0}]",dexbrompheniramine / pseudoephedrine|drixoral cold and allergy|chlorpheniramine / hydrocodone|lansoprazole|rabeprazole|cimetidine,lansoprazole|ranitidine|omeprazole,15,half_confirmed|half_confirmed|half_confirmed|half_confirmed|half_confirmed|half_confirmed,0.2,0.333333,1.0,0.219256,0.1,0.333333,1.0,0.219256,0.05,0.333333,1.0,0.219256,0.25
eval_0192,verified_xgb_ranker,The blackheads and rash on my skin make me self-conscious. How can I clear this up quickly?,"[{""name"": ""acne"", ""confidence"": 0.98}]","[{""name"": ""blackheads"", ""confidence"": 0.9896728791361592}]",isotretinoin|accutane|tretinoin,isotretinoin|accutane|adapalene / benzoyl peroxide,14,half_confirmed|half_confirmed|half_confirmed,0.4,0.666667,1.0,0.619906,0.2,0.666667,1.0,0.619906,0.1,0.666667,1.0,0.619906,1.0
eval_0186,verified_xgb_ranker,I often have headaches and feel dizzy. My doctor said my blood pressure is high.,"[{""name"": ""hypertension"", ""confidence"": 1.0}]","[{""name"": ""dizziness"", ""confidence"": 0.3137316168812232}, {""name"": ""headache"", ""confidence"": 0.8825495813558668}]",propranolol|azor|spironolactone,propranolol,12,half_confirmed|half_confirmed|half_confirmed,0.2,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.05,1.0,1.0,1.0,1.0
eval_0205,verified_xgb_ranker,"My hands and feet are always cold, and my nails keep breaking easily.","[{""name"": ""hypothyroidism"", ""confidence"": 1.0}]","[{""name"": ""brittle_nails"", ""confidence"": 0.9520412750769466}, {""name"": ""cold_hands_and_feets"", ""confidence"": 0.9983415004311693}]",thyroid desiccated|levothyroxine|armour thyroid,thyroid desiccated|armour thyroid|levothyroxine,9,half_confirmed|half_confirmed|half_confirmed,0.6,1.0,1.0,1.0,0.3,1.0,1.0,1.0,0.15,1.0,1.0,1.0,1.0
eval_0206,verified_xgb_ranker,"I've been feeling off, with a cough and a weird rash on my back. Not sure what's going on.","[{""name"": ""psoriasis"", ""confidence"": 0.93}]","[{""name"": ""cough"", ""confidence"": 1.0}, {""name"": ""skin_rash"", ""confidence"": 1.0}]",prednisone|methylprednisolone|triamcinolone,doxycycline|azithromycin|clindamycin,9,half_confirmed|half_confirmed|half_confirmed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eval_0179,verified_xgb_ranker,"Lately, I've been experiencing headaches and diarrhea. Could these symptoms be connected?","[{""name"": ""gastroenteritis"", ""confidence"": 0.31}, {""name"": ""migraine"", ""confidence"": 0.36}]","[{""name"": ""diarrhoea"", ""confidence"": 1.0}, {""name"": ""headache"", ""confidence"": 0.8889225701277154}]",ampicillin|sumatriptan|gabapentin|sumatriptan|amitriptyline|zolmitriptan,sumatriptan|clonidine,9,half_confirmed|phase2_fallback|phase2_fallback|half_confirmed|half_confirmed|half_confirmed,0.4,1.0,1.0,0.747284,0.2,1.0,1.0,0.747284,0.1,1.0,1.0,0.747284,0.5
eval_0209,verified_xgb_ranker,"I've lost weight without trying, my heart races, and I get headaches. Could this be connected?","[{""name"": ""hyperthyroidism"", ""confidence"": 1.0}]","[{""name"": ""fast_heart_rate"", ""confidence"": 0.8096318635556818}, {""name"": ""headache"", ""confidence"": 0.07066621329629201}, {""name"": ""weight_loss"", ""confidence"": 0.9283223528194546}]",gabapentin|amitriptyline|clonidine,clonidine|catapres,0,phase2_fallback|phase2_fallback|phase2_fallback,0.2,0.5,1.0,0.306574,0.1,0.5,1.0,0.306574,0.05,0.5,1.0,0.306574,0.333333
eval_0204,verified_xgb_ranker,"The pain in my stomach is sharp and constant, and I threw up blood today. I don't know what to do.","[{""name"": ""peptic_ulcer_diseae"", ""confidence"": 0.59}]","[{""name"": ""abdominal_pain"", ""confidence"": 1.0}, {""name"": ""stomach_pain"", ""confidence"": 0.5036888642097922}, {""name"": ""vomiting"", ""confidence"": 0.9604220201065303}]",rabeprazole|lansoprazole|omeprazole / sodium bicarbonate,rabeprazole|esomeprazole|lansoprazole,9,half_confirmed|half_confirmed|half_confirmed,0.4,0.666667,1.0,0.765361,0.2,0.666667,1.0,0.765361,0.1,0.666667,1.0,0.765361,1.0
eval_0212,verified_xgb_ranker,My coworker has been sneezing continuously and also complaining of chills and diarrhoea.,"[{""name"": ""allergy"", ""confidence"": 0.09}, {""name"": ""gastroenteritis"", ""confidence"": 0.58}]","[{""name"": ""chills"", ""confidence"": 1.0}, {""name"": ""continuous_sneezing"", ""confidence"": 1.0}, {""name"": ""diarrhoea"", ""confidence"": 1.0}]",prednisone|promethazine|phenergan|ampicillin|doxycycline|promethazine,prednisone|promethazine|hydroxyzine|doxycycline|sulfamethoxazole / trimethoprim,12,half_confirmed|half_confirmed|half_confirmed|half_confirmed|phase2_fallback|phase2_fallback,0.6,0.6,1.0,0.619898,0.4,0.8,1.0,0.761853,0.2,0.8,1.0,0.761853,1.0
eval_0200,verified_xgb_ranker,"I have these rough, itchy patches on my skin that are sometimes red and sometimes have silvery bits. They don't seem to go away.","[{""name"": ""psoriasis"", ""confidence"": 1.0}]","[{""name"": ""itching"", ""confidence"": 0.9721152873013059}, {""name"": ""silver_like_dusting"", ""confidence"": 1.0}, {""name"": ""skin_rash"", ""confidence"": 0.8433401311253523}]",prednisone|enbrel|methotrexate,prednisone|methotrexate|dexamethasone|enbrel|stelara,16,half_confirmed|half_confirmed|half_confirmed,0.6,0.6,1.0,0.67176,0.3,0.6,1.0,0.67176,0.15,0.6,1.0,0.67176,1.0
eval_0196,verified_xgb_ranker,I get headaches along with acid reflux. Do they have anything to do with each other?,"[{""name"": ""gerd"", ""confidence"": 0.74}, {""name"": ""migraine"", ""confidence"": 0.38}]","[{""name"": ""acidity"", ""confidence"": 1.0}, {""name"": ""headache"", ""confidence"": 0.8288917505884169}]",aluminum hydroxide / magnesium hydroxide / simethicone|lansoprazole|ranitidine|propranolol|rizatriptan|maxalt,lansoprazole|omeprazole|propranolol,13,half_confirmed|half_confirmed|phase2_fallback|half_confirmed|half_confirmed|half_confirmed,0.4,0.666667,1.0,0.467375,0.2,0.666667,1.0,0.467375,0.1,0.666667,1.0,0.467375,0.5
eval_0216,verified_xgb_ranker,"My neck hurts when I turn my head, and my fingers are stiff in the morning. Could it be arthritis?","[{""name"": ""arthritis"", ""confidence"": 0.98}]","[{""name"": ""neck_pain"", ""confidence"": 1.0}, {""name"": ""stiff_neck"", ""confidence"": 0.8005898465949781}]",naproxen|triamcinolone|ibuprofen,naproxen,12,half_confirmed|half_confirmed|half_confirmed,0.2,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.05,1.0,1.0,1.0,1.0
eval_0210,verified_xgb_ranker,"My baby has yellow crusts on his sores, and he's been crying non-stop with a high fever. I think it's getting worse quickly.","[{""name"": ""impetigo"", ""confidence"": 1.0}]","[{""name"": ""blister"", ""confidence"": 0.6179335837974745}, {""name"": ""high_fever"", ""confidence"": 0.9523848564439473}, {""name"": ""yellow_crust_ooze"", ""confidence"": 1.0}]",retapamulin|altabax|cefuroxime,cefuroxime|mupirocin|retapamulin,3,half_confirmed|half_confirmed|half_confirmed,0.4,0.666667,1.0,0.678796,0.2,0.666667,1.0,0.678796,0.1,0.666667,1.0,0.678796,1.0
eval_0217,verified_xgb_ranker,"I'm really worried about my dad. His eyes are red, his skin looks yellowish, and his stomach is all swollen. He drinks a lot.","[{""name"": ""alcoholic_hepatitis"", ""confidence"": 1.0}]","[{""name"": ""history_of_alcohol_consumption"", ""confidence"": 0.5927780621189854}, {""name"": ""swelling_of_stomach"", ""confidence"": 1.0}, {""name"": ""yellowing_of_eyes"", ""confidence"": 0.4803300915909851}]",prednisone|desonide|elocon,prednisone,0,phase2_fallback|phase2_fallback|phase2_fallback,0.2,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.05,1.0,1.0,1.0,1.0
eval_0198,verified_xgb_ranker,My sister's eyes turn red and water whenever she's near cats. It's definitely her allergies.,"[{""name"": ""allergy"", ""confidence"": 1.0}]","[{""name"": ""redness_of_eyes"", ""confidence"": 0.8092096392454995}, {""name"": ""watering_from_eyes"", ""confidence"": 1.0}]",prednisone|promethazine|cyproheptadine,promethazine|cyproheptadine,17,half_confirmed|half_confirmed|half_confirmed,0.4,1.0,1.0,0.693426,0.2,1.0,1.0,0.693426,0.1,1.0,1.0,0.693426,0.5
eval_0215,verified_xgb_ranker,"I can't see clearly, always running to the bathroom, and so weak I can barely stand.","[{""name"": ""diabetes"", ""confidence"": 1.0}]","[{""name"": ""blurred_and_distorted_vision"", ""confidence"": 0.7616590305922671}, {""name"": ""fatigue"", ""confidence"": 0.972885036348879}, {""name"": ""polyuria"", ""confidence"": 1.0}]",liraglutide|victoza|pramlintide,liraglutide|victoza,12,half_confirmed|half_confirmed|half_confirmed,0.4,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0
eval_0221,verified_xgb_ranker,"The acne on my back has formed large, painful lumps that are hot to the touch and I feel dizzy.","[{""name"": ""acne"", ""confidence"": 1.0}]","[{""name"": ""pus_filled_pimples"", ""confidence"": 1.0}]",isotretinoin|accutane|tretinoin,isotretinoin|accutane|adapalene / benzoyl peroxide,14,half_confirmed|half_confirmed|half_confirmed,0.4,0.666667,1.0,0.830301,0.2,0.666667,1.0,0.830301,0.1,0.666667,1.0,0.830301,1.0
eval_0220,verified_xgb_ranker,My sister has these dents in her nails and her knees hurt all the time. She says it's from her skin condition.,"[{""name"": ""psoriasis"", ""confidence"": 1.0}]","[{""name"": ""inflammatory_nails"", ""confidence"": 0.4444305482210611}, {""name"": ""joint_pain"", ""confidence"": 0.9022473497673289}, {""name"": ""small_dents_in_nails"", ""confidence"": 0.9916719376933476}]",enbrel|prednisone|ustekinumab,enbrel,16,half_confirmed|half_confirmed|half_confirmed,0.2,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.05,1.0,1.0,1.0,1.0
eval_0222,verified_xgb_ranker,My wrists are swollen and I feel weakness in my hands.,"[{""name"": ""arthritis"", ""confidence"": 1.0}]","[{""name"": ""muscle_weakness"", ""confidence"": 1.0}, {""name"": ""swelling_joints"", ""confidence"": 1.0}]",diclofenac|prednisone|enbrel,diclofenac,13,half_confirmed|half_confirmed|half_confirmed,0.2,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.05,1.0,1.0,1.0,1.0
eval_0225,verified_xgb_ranker,Blurred vision and unexplained weight loss? Diabetes symptoms you shouldn't ignore.,"[{""name"": ""diabetes"", ""confidence"": 1.0}]","[{""name"": ""blurred_and_distorted_vision"", ""confidence"": 1.0}, {""name"": ""irregular_sugar_level"", ""confidence"": 0.6606477305563302}, {""name"": ""weight_loss"", ""confidence"": 0.8777202093831783}]",liraglutide|victoza|pramlintide,liraglutide|victoza,13,half_confirmed|half_confirmed|half_confirmed,0.4,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0
eval_0219,verified_xgb_ranker,"I snap at everyone and can't focus on anything, could this be from my headaches or stress?","[{""name"": ""hypertension"", ""confidence"": 0.72}, {""name"": ""migraine"", ""confidence"": 0.7}]","[{""name"": ""headache"", ""confidence"": 0.7058158014044835}, {""name"": ""irritability"", ""confidence"": 0.3859744801869978}, {""name"": ""lack_of_concentration"", ""confidence"": 0.9916767355520766}]",propranolol|spironolactone|clonidine|propranolol|innopran xl|rizatriptan,propranolol|spironolactone|clonidine|catapres|terazosin|hytrin|benicar|olmesartan|verapamil,18,half_confirmed|half_confirmed|half_confirmed|half_confirmed|half_confirmed|half_confirmed,0.8,0.444444,1.0,0.797466,0.4,0.444444,1.0,0.597096,0.2,0.444444,1.0,0.597096,1.0
