query_id,symptom_text,predicted_diseases,predicted_symptoms,recommended,relevant,precision@5,recall@5,hit@5,ndcg@5,precision@10,recall@10,hit@10,ndcg@10,precision@20,recall@20,hit@20,ndcg@20,mrr
eval_0183,"My aunt has stomach pains, acid issues, and she's barely eating anything these days.","[{""name"": ""gerd"", ""confidence"": 1.0}, {""name"": ""peptic_ulcer_diseae"", ""confidence"": 1.0}]","[{""name"": ""abdominal_pain"", ""confidence"": 0.2250330980836371}, {""name"": ""acidity"", ""confidence"": 1.0}, {""name"": ""stomach_pain"", ""confidence"": 1.0}]",rabeprazole|omeprazole / sodium bicarbonate|lansoprazole|rabeprazole|omeprazole / sodium bicarbonate|lansoprazole,aciphex|dexlansoprazole|rabeprazole|esomeprazole|lansoprazole|nexium,0.6,0.5,1.0,0.654809,0.4,0.666667,1.0,0.692017,0.2,0.666667,1.0,0.692017,1.0
eval_0187,I have these red patches on my skin with silvery scales and they itch a lot. Does this sound like psoriasis?,"[{""name"": ""psoriasis"", ""confidence"": 1.0}]","[{""name"": ""itching"", ""confidence"": 0.7040968905210468}, {""name"": ""silver_like_dusting"", ""confidence"": 1.0}, {""name"": ""skin_rash"", ""confidence"": 0.9807883380639428}]",prednisone|methotrexate|dexamethasone,enbrel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eval_0185,"My nose is runny and I'm congested, plus my throat feels scratchy. Not sure if it's allergies or just a cold coming on.","[{""name"": ""allergy"", ""confidence"": 1.0}, {""name"": ""common_cold"", ""confidence"": 1.0}]","[{""name"": ""congestion"", ""confidence"": 1.0}, {""name"": ""runny_nose"", ""confidence"": 0.9993867191744591}, {""name"": ""throat_irritation"", ""confidence"": 0.9937228212342792}]",cyproheptadine|promethazine|prednisone|dexbrompheniramine / pseudoephedrine|drixoral cold and allergy|chlorpheniramine / hydrocodone,promethazine|cyproheptadine,0.4,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0
eval_0190,I have this dull pain in my stomach and my knees are swollen. Does alcohol affect joints too?,"[{""name"": ""alcoholic_hepatitis"", ""confidence"": 0.6}, {""name"": ""arthritis"", ""confidence"": 0.14}]","[{""name"": ""abdominal_pain"", ""confidence"": 0.03322134486378674}]",elocon|clobetasol|desonide|diclofenac|prednisone|methylprednisolone,adalimumab|humira|infliximab|remicade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eval_0184,"I've been getting headaches and it hurts when I pee. Two different problems, I guess.","[{""name"": ""migraine"", ""confidence"": 0.86}, {""name"": ""urinary_tract_infection"", ""confidence"": 0.93}]","[{""name"": ""burning_micturition"", ""confidence"": 0.9414195610030537}, {""name"": ""headache"", ""confidence"": 1.0}]",amitriptyline|venlafaxine|elavil|azithromycin|ampicillin|augmentin xr,amitriptyline|venlafaxine|elavil|azithromycin,0.8,1.0,1.0,0.980615,0.4,1.0,1.0,0.980615,0.2,1.0,1.0,0.980615,1.0
eval_0178,I have a bad cough with green phlegm for a week now. What should I do?,"[{""name"": ""pneumonia"", ""confidence"": 1.0}]","[{""name"": ""cough"", ""confidence"": 0.9705265967106727}, {""name"": ""phlegm"", ""confidence"": 1.0}]",azithromycin|ceftriaxone|zyvox,doxycycline|azithromycin,0.2,0.5,1.0,0.613147,0.1,0.5,1.0,0.613147,0.05,0.5,1.0,0.613147,1.0
eval_0188,I have sharp pain in my abdomen and my skin is turning yellow. I don't know what to do.,"[{""name"": ""hepatitis_b"", ""confidence"": 1.0}]","[{""name"": ""abdominal_pain"", ""confidence"": 1.0}, {""name"": ""yellowish_skin"", ""confidence"": 0.973383007681492}]",epivir-hbv|tenofovir|viread,tenofovir|peginterferon alfa-2a|viread,0.4,0.666667,1.0,0.530721,0.2,0.666667,1.0,0.530721,0.1,0.666667,1.0,0.530721,0.5
eval_0201,"I've lost weight without trying, my mood keeps changing, and I can't focus on anything. What's going on?","[{""name"": ""hyperthyroidism"", ""confidence"": 1.0}]","[{""name"": ""mood_swings"", ""confidence"": 1.0}, {""name"": ""weight_loss"", ""confidence"": 0.1767672567796434}]",aluminum chloride hexahydrate|drysol|gabapentin,clonidine|catapres,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eval_0199,"My joints are stiff and painful, especially in my hands and knees. I also feel tired all the time.","[{""name"": ""arthritis"", ""confidence"": 1.0}, {""name"": ""osteoarthristis"", ""confidence"": 0.91}]","[{""name"": ""fatigue"", ""confidence"": 0.7637062977139238}, {""name"": ""joint_pain"", ""confidence"": 0.7328668466060647}, {""name"": ""movement_stiffness"", ""confidence"": 0.8184693962418611}]",prednisone|methylprednisolone|hydrocortisone|naprosyn|doxycycline|triamcinolone,triamcinolone|naproxen,0.0,0.0,0.0,0.0,0.1,0.5,1.0,0.16716,0.05,0.5,1.0,0.16716,0.166667
eval_0195,"I have a cough and congestion, but also my stomach is upset with pain. Is this related?","[{""name"": ""common_cold"", ""confidence"": 0.97}, {""name"": ""gerd"", ""confidence"": 0.24}]","[{""name"": ""abdominal_pain"", ""confidence"": 1.0}, {""name"": ""congestion"", ""confidence"": 0.9630806551254948}, {""name"": ""cough"", ""confidence"": 0.9847780210685394}, {""name"": ""stomach_pain"", ""confidence"": 1.0}]",ranitidine|lansoprazole|cimetidine|lansoprazole|cimetidine|omeprazole,lansoprazole|ranitidine|omeprazole,0.6,1.0,1.0,0.879858,0.4,1.333333,1.0,1.061202,0.2,1.333333,1.0,1.061202,1.0
eval_0192,The blackheads and rash on my skin make me self-conscious. How can I clear this up quickly?,"[{""name"": ""acne"", ""confidence"": 0.98}]","[{""name"": ""blackheads"", ""confidence"": 0.9896728791361592}]",isotretinoin|accutane|benzoyl peroxide / clindamycin,isotretinoin|accutane|adapalene / benzoyl peroxide,0.4,0.666667,1.0,0.619906,0.2,0.666667,1.0,0.619906,0.1,0.666667,1.0,0.619906,1.0
eval_0186,I often have headaches and feel dizzy. My doctor said my blood pressure is high.,"[{""name"": ""hypertension"", ""confidence"": 1.0}]","[{""name"": ""dizziness"", ""confidence"": 0.3137316168812232}, {""name"": ""headache"", ""confidence"": 0.8825495813558668}]",propranolol|spironolactone|azor,propranolol,0.2,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.05,1.0,1.0,1.0,1.0
eval_0205,"My hands and feet are always cold, and my nails keep breaking easily.","[{""name"": ""hypothyroidism"", ""confidence"": 1.0}]","[{""name"": ""brittle_nails"", ""confidence"": 0.9520412750769466}, {""name"": ""cold_hands_and_feets"", ""confidence"": 0.9983415004311693}]",thyroid desiccated|westhroid|armour thyroid,thyroid desiccated|armour thyroid|levothyroxine,0.4,0.666667,1.0,0.703918,0.2,0.666667,1.0,0.703918,0.1,0.666667,1.0,0.703918,1.0
eval_0206,"I've been feeling off, with a cough and a weird rash on my back. Not sure what's going on.","[{""name"": ""psoriasis"", ""confidence"": 0.93}]","[{""name"": ""cough"", ""confidence"": 1.0}, {""name"": ""skin_rash"", ""confidence"": 1.0}]",prednisone|methylprednisolone|hydrocortisone,doxycycline|azithromycin|clindamycin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eval_0179,"Lately, I've been experiencing headaches and diarrhea. Could these symptoms be connected?","[{""name"": ""gastroenteritis"", ""confidence"": 0.31}, {""name"": ""migraine"", ""confidence"": 0.36}]","[{""name"": ""diarrhoea"", ""confidence"": 1.0}, {""name"": ""headache"", ""confidence"": 0.8889225701277154}]",ampicillin|gabapentin|amitriptyline|amitriptyline|sumatriptan|zolmitriptan,sumatriptan|clonidine,0.2,0.5,1.0,0.272313,0.1,0.5,1.0,0.272313,0.05,0.5,1.0,0.272313,0.2
eval_0209,"I've lost weight without trying, my heart races, and I get headaches. Could this be connected?","[{""name"": ""hyperthyroidism"", ""confidence"": 1.0}]","[{""name"": ""fast_heart_rate"", ""confidence"": 0.8096318635556818}, {""name"": ""headache"", ""confidence"": 0.07066621329629201}, {""name"": ""weight_loss"", ""confidence"": 0.9283223528194546}]",gabapentin|amitriptyline|clonidine,clonidine|catapres,0.2,0.5,1.0,0.306574,0.1,0.5,1.0,0.306574,0.05,0.5,1.0,0.306574,0.333333
eval_0204,"The pain in my stomach is sharp and constant, and I threw up blood today. I don't know what to do.","[{""name"": ""peptic_ulcer_diseae"", ""confidence"": 0.59}]","[{""name"": ""abdominal_pain"", ""confidence"": 1.0}, {""name"": ""stomach_pain"", ""confidence"": 0.5036888642097922}, {""name"": ""vomiting"", ""confidence"": 0.9604220201065303}]",rabeprazole|omeprazole / sodium bicarbonate|lansoprazole,rabeprazole|esomeprazole|lansoprazole,0.4,0.666667,1.0,0.703918,0.2,0.666667,1.0,0.703918,0.1,0.666667,1.0,0.703918,1.0
eval_0212,My coworker has been sneezing continuously and also complaining of chills and diarrhoea.,"[{""name"": ""allergy"", ""confidence"": 0.09}, {""name"": ""gastroenteritis"", ""confidence"": 0.58}]","[{""name"": ""chills"", ""confidence"": 1.0}, {""name"": ""continuous_sneezing"", ""confidence"": 1.0}, {""name"": ""diarrhoea"", ""confidence"": 1.0}]",promethazine|prednisone|phenergan|ampicillin|doxycycline|promethazine,prednisone|promethazine|hydroxyzine|doxycycline|sulfamethoxazole / trimethoprim,0.6,0.6,1.0,0.668925,0.4,0.8,1.0,0.810881,0.2,0.8,1.0,0.810881,1.0
eval_0200,"I have these rough, itchy patches on my skin that are sometimes red and sometimes have silvery bits. They don't seem to go away.","[{""name"": ""psoriasis"", ""confidence"": 1.0}]","[{""name"": ""itching"", ""confidence"": 0.9721152873013059}, {""name"": ""silver_like_dusting"", ""confidence"": 1.0}, {""name"": ""skin_rash"", ""confidence"": 0.8433401311253523}]",prednisone|methotrexate|dexamethasone,prednisone|methotrexate|dexamethasone|enbrel|stelara,0.6,0.6,1.0,0.609477,0.3,0.6,1.0,0.609477,0.15,0.6,1.0,0.609477,1.0
eval_0196,I get headaches along with acid reflux. Do they have anything to do with each other?,"[{""name"": ""gerd"", ""confidence"": 0.74}, {""name"": ""migraine"", ""confidence"": 0.38}]","[{""name"": ""acidity"", ""confidence"": 1.0}, {""name"": ""headache"", ""confidence"": 0.8288917505884169}]",aluminum hydroxide / magnesium hydroxide / simethicone|lansoprazole|cimetidine|propranolol|rizatriptan|treximet,lansoprazole|omeprazole|propranolol,0.4,0.666667,1.0,0.467375,0.2,0.666667,1.0,0.467375,0.1,0.666667,1.0,0.467375,0.5
eval_0216,"My neck hurts when I turn my head, and my fingers are stiff in the morning. Could it be arthritis?","[{""name"": ""arthritis"", ""confidence"": 0.98}]","[{""name"": ""neck_pain"", ""confidence"": 1.0}, {""name"": ""stiff_neck"", ""confidence"": 0.8005898465949781}]",ibuprofen|naproxen|triamcinolone,naproxen,0.2,1.0,1.0,0.63093,0.1,1.0,1.0,0.63093,0.05,1.0,1.0,0.63093,0.5
eval_0210,"My baby has yellow crusts on his sores, and he's been crying non-stop with a high fever. I think it's getting worse quickly.","[{""name"": ""impetigo"", ""confidence"": 1.0}]","[{""name"": ""blister"", ""confidence"": 0.6179335837974745}, {""name"": ""high_fever"", ""confidence"": 0.9523848564439473}, {""name"": ""yellow_crust_ooze"", ""confidence"": 1.0}]",retapamulin|altabax|cefuroxime,cefuroxime|mupirocin|retapamulin,0.4,0.666667,1.0,0.678796,0.2,0.666667,1.0,0.678796,0.1,0.666667,1.0,0.678796,1.0
eval_0217,"I'm really worried about my dad. His eyes are red, his skin looks yellowish, and his stomach is all swollen. He drinks a lot.","[{""name"": ""alcoholic_hepatitis"", ""confidence"": 1.0}]","[{""name"": ""history_of_alcohol_consumption"", ""confidence"": 0.5927780621189854}, {""name"": ""swelling_of_stomach"", ""confidence"": 1.0}, {""name"": ""yellowing_of_eyes"", ""confidence"": 0.4803300915909851}]",elocon|clobetasol|desonide,prednisone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eval_0198,My sister's eyes turn red and water whenever she's near cats. It's definitely her allergies.,"[{""name"": ""allergy"", ""confidence"": 1.0}]","[{""name"": ""redness_of_eyes"", ""confidence"": 0.8092096392454995}, {""name"": ""watering_from_eyes"", ""confidence"": 1.0}]",cyproheptadine|promethazine|prednisone,promethazine|cyproheptadine,0.4,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0
eval_0215,"I can't see clearly, always running to the bathroom, and so weak I can barely stand.","[{""name"": ""diabetes"", ""confidence"": 1.0}]","[{""name"": ""blurred_and_distorted_vision"", ""confidence"": 0.7616590305922671}, {""name"": ""fatigue"", ""confidence"": 0.972885036348879}, {""name"": ""polyuria"", ""confidence"": 1.0}]",liraglutide|victoza|pregabalin,liraglutide|victoza,0.4,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0
eval_0221,"The acne on my back has formed large, painful lumps that are hot to the touch and I feel dizzy.","[{""name"": ""acne"", ""confidence"": 1.0}]","[{""name"": ""pus_filled_pimples"", ""confidence"": 1.0}]",isotretinoin|accutane|benzoyl peroxide / clindamycin,isotretinoin|accutane|adapalene / benzoyl peroxide,0.4,0.666667,1.0,0.830301,0.2,0.666667,1.0,0.830301,0.1,0.666667,1.0,0.830301,1.0
eval_0220,My sister has these dents in her nails and her knees hurt all the time. She says it's from her skin condition.,"[{""name"": ""psoriasis"", ""confidence"": 1.0}]","[{""name"": ""inflammatory_nails"", ""confidence"": 0.4444305482210611}, {""name"": ""joint_pain"", ""confidence"": 0.9022473497673289}, {""name"": ""small_dents_in_nails"", ""confidence"": 0.9916719376933476}]",elocon|clobetasol|stelara,enbrel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eval_0222,My wrists are swollen and I feel weakness in my hands.,"[{""name"": ""arthritis"", ""confidence"": 1.0}]","[{""name"": ""muscle_weakness"", ""confidence"": 1.0}, {""name"": ""swelling_joints"", ""confidence"": 1.0}]",diclofenac|stelara|enbrel,diclofenac,0.2,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.05,1.0,1.0,1.0,1.0
eval_0225,Blurred vision and unexplained weight loss? Diabetes symptoms you shouldn't ignore.,"[{""name"": ""diabetes"", ""confidence"": 1.0}]","[{""name"": ""blurred_and_distorted_vision"", ""confidence"": 1.0}, {""name"": ""irregular_sugar_level"", ""confidence"": 0.6606477305563302}, {""name"": ""weight_loss"", ""confidence"": 0.8777202093831783}]",liraglutide|victoza|pregabalin,liraglutide|victoza,0.4,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0
eval_0219,"I snap at everyone and can't focus on anything, could this be from my headaches or stress?","[{""name"": ""hypertension"", ""confidence"": 0.72}, {""name"": ""migraine"", ""confidence"": 0.7}]","[{""name"": ""headache"", ""confidence"": 0.7058158014044835}, {""name"": ""irritability"", ""confidence"": 0.3859744801869978}, {""name"": ""lack_of_concentration"", ""confidence"": 0.9916767355520766}]",propranolol|spironolactone|clonidine|propranolol|innopran xl|inderal la,propranolol|spironolactone|clonidine|catapres|terazosin|hytrin|benicar|olmesartan|verapamil,0.8,0.444444,1.0,0.797466,0.4,0.444444,1.0,0.597096,0.2,0.444444,1.0,0.597096,1.0
eval_0230,I've been coughing a lot and feel short of breath when I walk fast. It's been going on for weeks.,"[{""name"": ""bronchial_asthma"", ""confidence"": 0.98}]","[{""name"": ""breathlessness"", ""confidence"": 1.0}, {""name"": ""cough"", ""confidence"": 1.0}]",prednisone|xopenex|levalbuterol,prednisone,0.2,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.05,1.0,1.0,1.0,1.0
eval_0229,"My face is a mess with pimples that scar, and I have these rough, scaly areas on my scalp that have a silvery sheen.","[{""name"": ""acne"", ""confidence"": 1.0}, {""name"": ""psoriasis"", ""confidence"": 0.93}]","[{""name"": ""pus_filled_pimples"", ""confidence"": 1.0}, {""name"": ""silver_like_dusting"", ""confidence"": 0.9972391700147534}]",doxycycline|tazorac|minocycline|tazorac|tazarotene|elocon,tazarotene|dapsone|clindamycin,0.2,0.333333,1.0,0.196946,0.1,0.333333,1.0,0.196946,0.05,0.333333,1.0,0.196946,0.2
eval_0235,I've been having diarrhea for weeks and losing muscle mass. What could cause this?,"[{""name"": ""aids"", ""confidence"": 1.0}, {""name"": ""hyperthyroidism"", ""confidence"": 0.68}]","[{""name"": ""muscle_wasting"", ""confidence"": 0.7406170911412464}]",stribild|cobicistat / elvitegravir / emtricitabine / tenofovir|efavirenz / emtricitabine / tenofovir|clonidine|stribild|cobicistat / elvitegravir / emtricitabine / tenofovir,stribild|efavirenz / emtricitabine / tenofovir,0.6,1.5,1.0,1.156919,0.3,1.5,1.0,1.156919,0.15,1.5,1.0,1.156919,1.0
eval_0231,Dizziness and fatigue? It might be more than just tiredness – check your thyroid health.,"[{""name"": ""hypothyroidism"", ""confidence"": 0.98}]","[{""name"": ""dizziness"", ""confidence"": 0.7800390255201328}, {""name"": ""fatigue"", ""confidence"": 1.0}]",thyroid desiccated|westhroid|armour thyroid,thyroid desiccated|armour thyroid|levothyroxine,0.4,0.666667,1.0,0.570141,0.2,0.666667,1.0,0.570141,0.1,0.666667,1.0,0.570141,1.0
eval_0207,I have joint pain and also been feeling very thirsty and hungry lately. Could these be related?,"[{""name"": ""diabetes"", ""confidence"": 0.95}]","[{""name"": ""joint_pain"", ""confidence"": 0.8730282374566217}]",clobetasol|fluocinolone|dexamethasone,duloxetine|cymbalta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eval_0233,"My skin itches so much from the inside, and it's starting to peel off. How can I relieve this?","[{""name"": ""psoriasis"", ""confidence"": 0.9}]","[{""name"": ""internal_itching"", ""confidence"": 1.0}, {""name"": ""itching"", ""confidence"": 0.5932737152653859}, {""name"": ""skin_peeling"", ""confidence"": 0.9802929053307494}]",prednisone|dexamethasone|methylprednisolone,prednisone|adalimumab|humira,0.2,0.333333,1.0,0.339398,0.1,0.333333,1.0,0.339398,0.05,0.333333,1.0,0.339398,1.0
eval_0223,"My aunt always has a burning feeling in her stomach after dinner, and my uncle can't walk far because his knees give him so much pain.","[{""name"": ""peptic_ulcer_diseae"", ""confidence"": 0.08}]","[{""name"": ""abdominal_pain"", ""confidence"": 1.0}, {""name"": ""knee_pain"", ""confidence"": 1.0}]",sucralfate|triamcinolone|ciprofloxacin,triamcinolone|sucralfate|prednisone|adalimumab,0.4,0.5,1.0,0.696017,0.2,0.5,1.0,0.696017,0.1,0.5,1.0,0.696017,1.0
eval_0213,Racing heart with chest pain and profuse sweating? Take quick steps to manage thyroid and blood pressure issues!,"[{""name"": ""hyperthyroidism"", ""confidence"": 0.8}]","[{""name"": ""chest_pain"", ""confidence"": 1.0}, {""name"": ""fast_heart_rate"", ""confidence"": 0.8229489766433319}, {""name"": ""sweating"", ""confidence"": 1.0}]",clonidine|catapres|hytrin,clonidine|catapres|terazosin|hytrin,0.6,0.75,1.0,0.831872,0.3,0.75,1.0,0.831872,0.15,0.75,1.0,0.831872,1.0
eval_0218,"Sarah can barely catch her breath, and she's coughing up rusty colored stuff. She says her chest hurts too.","[{""name"": ""pneumonia"", ""confidence"": 1.0}]","[{""name"": ""breathlessness"", ""confidence"": 0.8365488916151266}, {""name"": ""chest_pain"", ""confidence"": 1.0}, {""name"": ""rusty_sputum"", ""confidence"": 0.9961969251577922}]",azithromycin|ceftriaxone|zyvox,doxycycline|azithromycin,0.2,0.5,1.0,0.613147,0.1,0.5,1.0,0.613147,0.05,0.5,1.0,0.613147,1.0
eval_0242,"I'm always tired, gaining weight, and sometimes I feel dizzy. What's going on with me?","[{""name"": ""hypothyroidism"", ""confidence"": 0.91}]","[{""name"": ""dizziness"", ""confidence"": 1.0}, {""name"": ""fatigue"", ""confidence"": 1.0}]",thyroid desiccated|westhroid|armour thyroid,thyroid desiccated|armour thyroid|levothyroxine,0.4,0.666667,1.0,0.703918,0.2,0.666667,1.0,0.703918,0.1,0.666667,1.0,0.703918,1.0
eval_0241,I often have headaches along with neck pain and dizziness. Could they be connected?,"[{""name"": ""cervical_spondylosis"", ""confidence"": 1.0}, {""name"": ""migraine"", ""confidence"": 0.55}]","[{""name"": ""dizziness"", ""confidence"": 1.0}, {""name"": ""neck_pain"", ""confidence"": 1.0}]",lorazepam|ativan|baclofen|onabotulinumtoxina|botox|propranolol,baclofen|onabotulinumtoxina|botox|lioresal|propranolol,0.6,0.6,1.0,0.430076,0.4,0.8,1.0,0.563191,0.2,0.8,1.0,0.563191,0.333333
eval_0237,"My skin is so itchy, and I see some dark spots appearing. Also, I've been feeling like I need to urinate frequently.","[{""name"": ""fungal_infection"", ""confidence"": 0.87}]","[{""name"": ""dischromic_patches"", ""confidence"": 0.5264163060545844}, {""name"": ""itching"", ""confidence"": 1.0}]",doxycycline|prednisone|metronidazole,sulfamethoxazole / trimethoprim|bactrim|fluconazole,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eval_0244,"I've been getting headaches and chills, and my wrists are swollen. Is this related?","[{""name"": ""arthritis"", ""confidence"": 1.0}]","[{""name"": ""chills"", ""confidence"": 0.978138054224176}, {""name"": ""headache"", ""confidence"": 0.934519692672763}, {""name"": ""swelling_joints"", ""confidence"": 0.8732809298080053}]",prednisone|methylprednisolone|kenalog-40,doxycycline|prednisone|methylprednisolone|hydroxychloroquine|doxy 100|deltasone|diclofenac|naproxen,0.4,0.25,1.0,0.553146,0.2,0.25,1.0,0.436404,0.1,0.25,1.0,0.436404,1.0
eval_0252,"I get these throbbing pains in my head that come and go, and they keep me up at night. I've been feeling more irritable lately.","[{""name"": ""others"", ""confidence"": 0.93}]","[{""name"": ""irritability"", ""confidence"": 0.43672823491762014}]",alprazolam|diazepam|escitalopram,gabapentin|propranolol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eval_0227,"Feeling extremely weak, headache, and my face looks sunken – concerned.","[{""name"": ""typhoid"", ""confidence"": 1.0}]","[{""name"": ""fatigue"", ""confidence"": 0.4569326879657047}, {""name"": ""headache"", ""confidence"": 0.9478802523440213}]",azithromycin|ceftriaxone|ampicillin,ceftriaxone|ciprofloxacin,0.2,0.5,1.0,0.296082,0.1,0.5,1.0,0.296082,0.05,0.5,1.0,0.296082,0.5
eval_0232,"Whenever I'm near cats, I start sneezing and my eyes get really watery. How can I manage this?","[{""name"": ""allergy"", ""confidence"": 1.0}]","[{""name"": ""continuous_sneezing"", ""confidence"": 1.0}, {""name"": ""watering_from_eyes"", ""confidence"": 1.0}]",cyproheptadine|promethazine|prednisone,prednisone|promethazine,0.4,1.0,1.0,0.678762,0.2,1.0,1.0,0.678762,0.1,1.0,1.0,0.678762,0.5
eval_0257,"My stomach aches constantly, and I'm passing gas more than usual. Is this normal?","[{""name"": ""peptic_ulcer_diseae"", ""confidence"": 1.0}]","[{""name"": ""abdominal_pain"", ""confidence"": 0.4481692652496049}, {""name"": ""passage_of_gases"", ""confidence"": 1.0}, {""name"": ""stomach_pain"", ""confidence"": 1.0}]",rabeprazole|omeprazole / sodium bicarbonate|lansoprazole,rabeprazole|esomeprazole|lansoprazole,0.4,0.666667,1.0,0.703918,0.2,0.666667,1.0,0.703918,0.1,0.666667,1.0,0.703918,1.0
eval_0251,"I'm so weak I can't get out of bed, my muscles ache, and every joint screams with pain. I don't know what to do.","[{""name"": ""arthritis"", ""confidence"": 0.33}]","[{""name"": ""joint_pain"", ""confidence"": 1.0}, {""name"": ""muscle_pain"", ""confidence"": 0.3766798484509331}, {""name"": ""muscle_weakness"", ""confidence"": 1.0}]",prednisone|methylprednisolone|betamethasone,prednisone|enbrel|naproxen|triamcinolone|ibuprofen,0.2,0.2,1.0,0.249133,0.1,0.2,1.0,0.249133,0.05,0.2,1.0,0.249133,1.0
eval_0249,I have a persistent cough with some chest pain and a low-grade fever. Should I be worried?,"[{""name"": ""tuberculosis"", ""confidence"": 0.08}]","[{""name"": ""chest_pain"", ""confidence"": 1.0}, {""name"": ""cough"", ""confidence"": 0.9167851933683109}, {""name"": ""mild_fever"", ""confidence"": 1.0}]",aciphex|doxycycline|prednisone,doxycycline,0.2,1.0,1.0,0.63093,0.1,1.0,1.0,0.63093,0.05,1.0,1.0,0.63093,0.5
eval_0246,"My neighbor is always tired and snaps at everyone, I wonder if it's her blood pressure or thyroid.","[{""name"": ""hypertension"", ""confidence"": 0.05}, {""name"": ""hyperthyroidism"", ""confidence"": 0.79}, {""name"": ""hypothyroidism"", ""confidence"": 0.54}]","[{""name"": ""fatigue"", ""confidence"": 1.0}, {""name"": ""irritability"", ""confidence"": 0.9733670295746227}]",spironolactone|clonidine|catapres|aluminum chloride hexahydrate|drysol|gabapentin|thyroid desiccated|westhroid|armour thyroid,thyroid desiccated|armour thyroid|levothyroxine,0.0,0.0,0.0,0.0,0.2,0.666667,1.0,0.297693,0.1,0.666667,1.0,0.297693,0.142857
eval_0260,Knees are swollen and walking is painful. Is there a way to reduce the swelling?,"[{""name"": ""osteoarthristis"", ""confidence"": 1.0}]","[{""name"": ""knee_pain"", ""confidence"": 1.0}, {""name"": ""painful_walking"", ""confidence"": 0.7774199573548333}, {""name"": ""swelling_joints"", ""confidence"": 1.0}]",naprosyn|doxycycline|ibuprofen,naproxen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eval_0250,"I have a headache and feel tired all the time. Also, I noticed a rash on my arms and have had diarrhea.","[{""name"": ""chicken_pox"", ""confidence"": 0.48}, {""name"": ""gastroenteritis"", ""confidence"": 0.74}]","[{""name"": ""diarrhoea"", ""confidence"": 0.9314861482123423}, {""name"": ""fatigue"", ""confidence"": 1.0}, {""name"": ""headache"", ""confidence"": 0.9967995186557086}, {""name"": ""skin_rash"", ""confidence"": 0.8516502654044444}]",valacyclovir|acyclovir|foscarnet|ampicillin|doxycycline|ceftriaxone,valacyclovir|valtrex|acyclovir,0.4,0.666667,1.0,0.765361,0.2,0.666667,1.0,0.765361,0.1,0.666667,1.0,0.765361,1.0
eval_0261,My nails are all red and have little dents in them. Is this normal?,"[{""name"": ""psoriasis"", ""confidence"": 1.0}]","[{""name"": ""inflammatory_nails"", ""confidence"": 0.9844692418144602}, {""name"": ""small_dents_in_nails"", ""confidence"": 0.9952277826824835}]",elocon|clobetasol|stelara,enbrel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eval_0264,I have joint swelling and also stomach pains occasionally.,"[{""name"": ""arthritis"", ""confidence"": 0.51}]","[{""name"": ""abdominal_pain"", ""confidence"": 0.14249102558752919}, {""name"": ""joint_pain"", ""confidence"": 1.0}]",prednisone|methylprednisolone|adalimumab,adalimumab|humira|infliximab|remicade,0.2,0.25,1.0,0.19519,0.1,0.25,1.0,0.19519,0.05,0.25,1.0,0.19519,0.333333
eval_0268,"My eyes water frequently, and I have stiffness and swelling in my joints. Should I see a specialist?","[{""name"": ""allergy"", ""confidence"": 0.96}, {""name"": ""arthritis"", ""confidence"": 1.0}]","[{""name"": ""movement_stiffness"", ""confidence"": 1.0}, {""name"": ""swelling_joints"", ""confidence"": 0.7895516607480867}, {""name"": ""watering_from_eyes"", ""confidence"": 0.9990929269913673}]",prednisone|triamcinolone|corticotropin|prednisone|triamcinolone|corticotropin,prednisone|triamcinolone|prednisolone|loteprednol|lotemax,0.8,0.8,1.0,0.650507,0.4,0.8,1.0,0.650507,0.2,0.8,1.0,0.650507,1.0
